"Step","still-disco-8 - Smallest CBF constraint(unfiltered)","still-disco-8 - Smallest CBF constraint(unfiltered)__MIN","still-disco-8 - Smallest CBF constraint(unfiltered)__MAX"
"35259","-0.1687636375427246","-0.1687636375427246","-0.1687636375427246"
"35263","-0.22492444515228271","-0.22492444515228271","-0.22492444515228271"
"35267","-0.12289634346961975","-0.12289634346961975","-0.12289634346961975"
"35269","-0.8364737629890442","-0.8364737629890442","-0.8364737629890442"
"35273","-0.16969843208789825","-0.16969843208789825","-0.16969843208789825"
"35277","-0.2809905409812927","-0.2809905409812927","-0.2809905409812927"
"35281","-0.22758692502975464","-0.22758692502975464","-0.22758692502975464"
"35285","-0.3426860570907593","-0.3426860570907593","-0.3426860570907593"
"35287","-0.6528822779655457","-0.6528822779655457","-0.6528822779655457"
"35289","-0.07959067821502686","-0.07959067821502686","-0.07959067821502686"
"35299","-0.3069554567337036","-0.3069554567337036","-0.3069554567337036"
"35303","0","0","0"
"35305","-0.16819632053375244","-0.16819632053375244","-0.16819632053375244"
"35307","-0.020459946244955063","-0.020459946244955063","-0.020459946244955063"
"35311","-0.21849720180034637","-0.21849720180034637","-0.21849720180034637"
"35325","-0.3114745020866394","-0.3114745020866394","-0.3114745020866394"
"35327","-0.2824069857597351","-0.2824069857597351","-0.2824069857597351"
"35331","-0.158394917845726","-0.158394917845726","-0.158394917845726"
"35335","-0.027941249310970306","-0.027941249310970306","-0.027941249310970306"
"35337","-0.14290179312229156","-0.14290179312229156","-0.14290179312229156"
"35343","-0.05832294002175331","-0.05832294002175331","-0.05832294002175331"
"35349","-0.12889467179775238","-0.12889467179775238","-0.12889467179775238"
"35351","-0.1634044200181961","-0.1634044200181961","-0.1634044200181961"
"35357","-0.17926910519599915","-0.17926910519599915","-0.17926910519599915"
"35363","-0.07794251292943954","-0.07794251292943954","-0.07794251292943954"
"35371","-0.17499464750289917","-0.17499464750289917","-0.17499464750289917"
"35377","-0.18379312753677368","-0.18379312753677368","-0.18379312753677368"
"35379","-0.06902673840522766","-0.06902673840522766","-0.06902673840522766"
"35381","-0.15922558307647705","-0.15922558307647705","-0.15922558307647705"
"35385","-0.08791881054639816","-0.08791881054639816","-0.08791881054639816"
"35389","-0.5903192758560181","-0.5903192758560181","-0.5903192758560181"
"35393","-0.5718006491661072","-0.5718006491661072","-0.5718006491661072"
"35395","-0.2348499894142151","-0.2348499894142151","-0.2348499894142151"
"35397","-0.7267523407936096","-0.7267523407936096","-0.7267523407936096"
"35403","-0.218143492937088","-0.218143492937088","-0.218143492937088"
"35405","-0.7453235983848572","-0.7453235983848572","-0.7453235983848572"
"35407","-0.2838227152824402","-0.2838227152824402","-0.2838227152824402"
"35413","-0.6967248320579529","-0.6967248320579529","-0.6967248320579529"
"35417","-0.37010931968688965","-0.37010931968688965","-0.37010931968688965"
"35427","-0.14407089352607727","-0.14407089352607727","-0.14407089352607727"
"35429","-0.11852976679801941","-0.11852976679801941","-0.11852976679801941"
"35435","-0.09658020734786987","-0.09658020734786987","-0.09658020734786987"
"35437","-0.23966467380523682","-0.23966467380523682","-0.23966467380523682"
"35439","-0.7368243932723999","-0.7368243932723999","-0.7368243932723999"
"35445","-0.5058435797691345","-0.5058435797691345","-0.5058435797691345"
"35447","-0.21155379712581635","-0.21155379712581635","-0.21155379712581635"
"35453","-0.20746171474456787","-0.20746171474456787","-0.20746171474456787"
"35457","-0.5802823305130005","-0.5802823305130005","-0.5802823305130005"
"35459","-0.6106257438659668","-0.6106257438659668","-0.6106257438659668"
"35461","-0.21881377696990967","-0.21881377696990967","-0.21881377696990967"
"35463","-0.16486844420433044","-0.16486844420433044","-0.16486844420433044"
"35465","-0.19873765110969543","-0.19873765110969543","-0.19873765110969543"
"35467","-0.270989328622818","-0.270989328622818","-0.270989328622818"
"35471","-0.12071938812732697","-0.12071938812732697","-0.12071938812732697"
"35473","-0.1968109905719757","-0.1968109905719757","-0.1968109905719757"
"35477","-0.19729846715927124","-0.19729846715927124","-0.19729846715927124"
"35481","-0.39949101209640503","-0.39949101209640503","-0.39949101209640503"
"35483","-0.09242010861635208","-0.09242010861635208","-0.09242010861635208"
"35485","-0.15542742609977722","-0.15542742609977722","-0.15542742609977722"
"35487","-0.3176407516002655","-0.3176407516002655","-0.3176407516002655"
"35491","-0.21638917922973633","-0.21638917922973633","-0.21638917922973633"
"35499","-0.022956088185310364","-0.022956088185310364","-0.022956088185310364"
"35503","-0.12822136282920837","-0.12822136282920837","-0.12822136282920837"
"35509","-0.21354025602340698","-0.21354025602340698","-0.21354025602340698"
"35511","-0.2615794539451599","-0.2615794539451599","-0.2615794539451599"
"35515","-0.3530319035053253","-0.3530319035053253","-0.3530319035053253"
"35519","-0.04180726781487465","-0.04180726781487465","-0.04180726781487465"
"35521","-0.264893114566803","-0.264893114566803","-0.264893114566803"
"35523","-0.18456712365150452","-0.18456712365150452","-0.18456712365150452"
"35527","0","0","0"
"35533","-0.08313217759132385","-0.08313217759132385","-0.08313217759132385"
"35535","-0.055859651416540146","-0.055859651416540146","-0.055859651416540146"
"35537","-0.030919551849365234","-0.030919551849365234","-0.030919551849365234"
"35541","-0.0912596583366394","-0.0912596583366394","-0.0912596583366394"
"35543","0","0","0"
"35547","-0.12107203900814056","-0.12107203900814056","-0.12107203900814056"
"35549","-0.14795178174972534","-0.14795178174972534","-0.14795178174972534"
"35553","-0.29907602071762085","-0.29907602071762085","-0.29907602071762085"
"35555","-0.17065997421741486","-0.17065997421741486","-0.17065997421741486"
"35559","-0.3693244159221649","-0.3693244159221649","-0.3693244159221649"
"35569","-0.44085079431533813","-0.44085079431533813","-0.44085079431533813"
"35571","-0.27766335010528564","-0.27766335010528564","-0.27766335010528564"
"35575","-0.28207314014434814","-0.28207314014434814","-0.28207314014434814"
"35577","0","0","0"
"35579","0","0","0"
"35581","-0.2562173008918762","-0.2562173008918762","-0.2562173008918762"
"35585","-0.20589867234230042","-0.20589867234230042","-0.20589867234230042"
"35589","-0.29237955808639526","-0.29237955808639526","-0.29237955808639526"
"35597","-0.0014915295178070664","-0.0014915295178070664","-0.0014915295178070664"
"35599","-0.03097570315003395","-0.03097570315003395","-0.03097570315003395"
"35601","-0.34411704540252686","-0.34411704540252686","-0.34411704540252686"
"35605","-0.021754726767539978","-0.021754726767539978","-0.021754726767539978"
"35607","-0.13817384839057922","-0.13817384839057922","-0.13817384839057922"
"35611","-0.23684090375900269","-0.23684090375900269","-0.23684090375900269"
"35615","-0.14631570875644684","-0.14631570875644684","-0.14631570875644684"
"35619","-0.13407211005687714","-0.13407211005687714","-0.13407211005687714"
"35621","-0.16211366653442383","-0.16211366653442383","-0.16211366653442383"
"35623","0","0","0"
"35639","0","0","0"
"35641","-0.06992074102163315","-0.06992074102163315","-0.06992074102163315"
"35643","-0.5186827182769775","-0.5186827182769775","-0.5186827182769775"
"35649","-0.17627981305122375","-0.17627981305122375","-0.17627981305122375"
"35653","-0.6114662289619446","-0.6114662289619446","-0.6114662289619446"
"35655","-0.06512069702148438","-0.06512069702148438","-0.06512069702148438"
"35657","-0.20647111535072327","-0.20647111535072327","-0.20647111535072327"
"35661","-0.10642427951097488","-0.10642427951097488","-0.10642427951097488"
"35673","-0.05410778522491455","-0.05410778522491455","-0.05410778522491455"
"35675","-0.1223142147064209","-0.1223142147064209","-0.1223142147064209"
"35679","-0.14480459690093994","-0.14480459690093994","-0.14480459690093994"
"35681","-0.12225962430238724","-0.12225962430238724","-0.12225962430238724"
"35687","-0.21057352423667908","-0.21057352423667908","-0.21057352423667908"
"35689","-0.18069003522396088","-0.18069003522396088","-0.18069003522396088"
"35701","-0.15503253042697906","-0.15503253042697906","-0.15503253042697906"
"35703","-0.3653438687324524","-0.3653438687324524","-0.3653438687324524"
"35705","-0.2114955484867096","-0.2114955484867096","-0.2114955484867096"
"35707","-0.20190629363059998","-0.20190629363059998","-0.20190629363059998"
"35709","-0.46409159898757935","-0.46409159898757935","-0.46409159898757935"
"35713","-0.16194596886634827","-0.16194596886634827","-0.16194596886634827"
"35715","-0.17458012700080872","-0.17458012700080872","-0.17458012700080872"
"35717","-0.17677895724773407","-0.17677895724773407","-0.17677895724773407"
"35719","-0.5265108346939087","-0.5265108346939087","-0.5265108346939087"
"35725","0","0","0"
"35729","-0.03765875846147537","-0.03765875846147537","-0.03765875846147537"
"35731","-0.32829591631889343","-0.32829591631889343","-0.32829591631889343"
"35733","-0.22198271751403809","-0.22198271751403809","-0.22198271751403809"
"35739","-0.18812622129917145","-0.18812622129917145","-0.18812622129917145"
"35743","-0.06329827010631561","-0.06329827010631561","-0.06329827010631561"
"35749","-0.21779192984104156","-0.21779192984104156","-0.21779192984104156"
"35755","-0.11188677698373795","-0.11188677698373795","-0.11188677698373795"
"35757","-0.04075648635625839","-0.04075648635625839","-0.04075648635625839"
"35763","-0.1889837235212326","-0.1889837235212326","-0.1889837235212326"
"35767","-0.07375991344451904","-0.07375991344451904","-0.07375991344451904"
"35771","-0.4970318377017975","-0.4970318377017975","-0.4970318377017975"
"35773","0","0","0"
"35775","-0.09186947345733643","-0.09186947345733643","-0.09186947345733643"
"35779","0","0","0"
"35781","-0.005772605538368225","-0.005772605538368225","-0.005772605538368225"
"35785","-0.20715108513832092","-0.20715108513832092","-0.20715108513832092"
"35787","-0.06443625688552856","-0.06443625688552856","-0.06443625688552856"
"35789","-0.22175487875938416","-0.22175487875938416","-0.22175487875938416"
"35791","-0.22687993943691254","-0.22687993943691254","-0.22687993943691254"
"35793","-0.04087367281317711","-0.04087367281317711","-0.04087367281317711"
"35795","-0.27933791279792786","-0.27933791279792786","-0.27933791279792786"
"35797","-0.1119295209646225","-0.1119295209646225","-0.1119295209646225"
"35801","-0.26246821880340576","-0.26246821880340576","-0.26246821880340576"
"35807","-0.641869068145752","-0.641869068145752","-0.641869068145752"
"35811","-0.24141478538513184","-0.24141478538513184","-0.24141478538513184"
"35817","0","0","0"
"35819","-0.3183513879776001","-0.3183513879776001","-0.3183513879776001"
"35823","-0.356527715921402","-0.356527715921402","-0.356527715921402"
"35825","-0.03224221244454384","-0.03224221244454384","-0.03224221244454384"
"35827","-0.16975367069244385","-0.16975367069244385","-0.16975367069244385"
"35833","-0.15023396909236908","-0.15023396909236908","-0.15023396909236908"
"35835","-0.3335396349430084","-0.3335396349430084","-0.3335396349430084"
"35837","-0.11765608191490173","-0.11765608191490173","-0.11765608191490173"
"35841","-0.07110872864723206","-0.07110872864723206","-0.07110872864723206"
"35843","-0.07095972448587418","-0.07095972448587418","-0.07095972448587418"
"35845","-0.013550013303756714","-0.013550013303756714","-0.013550013303756714"
"35849","-0.2791779935359955","-0.2791779935359955","-0.2791779935359955"
"35853","-1.2344566583633423","-1.2344566583633423","-1.2344566583633423"
"35857","-0.7234237194061279","-0.7234237194061279","-0.7234237194061279"
"35861","-0.3851906657218933","-0.3851906657218933","-0.3851906657218933"
"35863","-0.09766604006290436","-0.09766604006290436","-0.09766604006290436"
"35865","-0.264293909072876","-0.264293909072876","-0.264293909072876"
"35871","-0.00527559407055378","-0.00527559407055378","-0.00527559407055378"
"35873","-0.17404910922050476","-0.17404910922050476","-0.17404910922050476"
"35875","-0.7745935320854187","-0.7745935320854187","-0.7745935320854187"
"35877","-0.12081770598888397","-0.12081770598888397","-0.12081770598888397"
"35879","-0.7145554423332214","-0.7145554423332214","-0.7145554423332214"
"35883","-0.10151506215333939","-0.10151506215333939","-0.10151506215333939"
"35885","-0.07717488706111908","-0.07717488706111908","-0.07717488706111908"
"35895","-0.35754188895225525","-0.35754188895225525","-0.35754188895225525"
"35897","-0.21054111421108246","-0.21054111421108246","-0.21054111421108246"
"35901","-0.18804322183132172","-0.18804322183132172","-0.18804322183132172"
"35905","-0.08996406942605972","-0.08996406942605972","-0.08996406942605972"
"35907","-0.1026444137096405","-0.1026444137096405","-0.1026444137096405"
"35911","-0.0728134885430336","-0.0728134885430336","-0.0728134885430336"
"35913","-0.1132284551858902","-0.1132284551858902","-0.1132284551858902"
"35915","-0.6617255806922913","-0.6617255806922913","-0.6617255806922913"
"35917","-0.18432125449180603","-0.18432125449180603","-0.18432125449180603"
"35919","-0.13780099153518677","-0.13780099153518677","-0.13780099153518677"
"35923","-0.04671914502978325","-0.04671914502978325","-0.04671914502978325"
"35925","-0.12409651279449463","-0.12409651279449463","-0.12409651279449463"
"35931","-1.0352712869644165","-1.0352712869644165","-1.0352712869644165"
"35935","-0.28077462315559387","-0.28077462315559387","-0.28077462315559387"
"35943","-0.19857275485992432","-0.19857275485992432","-0.19857275485992432"
"35947","-0.3346223831176758","-0.3346223831176758","-0.3346223831176758"
"35949","-0.1470126360654831","-0.1470126360654831","-0.1470126360654831"
"35951","-0.27379050850868225","-0.27379050850868225","-0.27379050850868225"
"35955","-0.14599035680294037","-0.14599035680294037","-0.14599035680294037"
"35961","-0.40485215187072754","-0.40485215187072754","-0.40485215187072754"
"35965","-0.21702851355075836","-0.21702851355075836","-0.21702851355075836"
"35971","-0.2425772249698639","-0.2425772249698639","-0.2425772249698639"
"35987","-0.09480071067810059","-0.09480071067810059","-0.09480071067810059"
"35991","-0.05197988450527191","-0.05197988450527191","-0.05197988450527191"
"36001","-0.28903746604919434","-0.28903746604919434","-0.28903746604919434"
"36003","-0.2433275431394577","-0.2433275431394577","-0.2433275431394577"
"36005","-0.29150158166885376","-0.29150158166885376","-0.29150158166885376"
"36009","-0.2123948335647583","-0.2123948335647583","-0.2123948335647583"
"36011","-0.08028209209442139","-0.08028209209442139","-0.08028209209442139"
"36013","-0.14990223944187164","-0.14990223944187164","-0.14990223944187164"
"36017","-0.2907750606536865","-0.2907750606536865","-0.2907750606536865"
"36023","-0.10688816010951996","-0.10688816010951996","-0.10688816010951996"
"36025","-0.1472233533859253","-0.1472233533859253","-0.1472233533859253"
"36033","-0.875118613243103","-0.875118613243103","-0.875118613243103"
"36041","-0.18989162147045135","-0.18989162147045135","-0.18989162147045135"
"36045","-1.0355669260025024","-1.0355669260025024","-1.0355669260025024"
"36051","-0.32812076807022095","-0.32812076807022095","-0.32812076807022095"
"36053","-0.17967674136161804","-0.17967674136161804","-0.17967674136161804"
"36059","-0.19287097454071045","-0.19287097454071045","-0.19287097454071045"
"36061","-0.1506667584180832","-0.1506667584180832","-0.1506667584180832"
"36063","-0.06378685683012009","-0.06378685683012009","-0.06378685683012009"
"36065","-0.31420397758483887","-0.31420397758483887","-0.31420397758483887"
"36067","0","0","0"
"36071","-0.40110212564468384","-0.40110212564468384","-0.40110212564468384"
"36073","-0.1819409281015396","-0.1819409281015396","-0.1819409281015396"
"36075","-0.2819134294986725","-0.2819134294986725","-0.2819134294986725"
"36079","-0.5330901741981506","-0.5330901741981506","-0.5330901741981506"
"36083","-0.28280922770500183","-0.28280922770500183","-0.28280922770500183"
"36087","-0.25055932998657227","-0.25055932998657227","-0.25055932998657227"
"36089","-0.3608012795448303","-0.3608012795448303","-0.3608012795448303"
"36091","-0.821107029914856","-0.821107029914856","-0.821107029914856"
"36093","-0.2402835488319397","-0.2402835488319397","-0.2402835488319397"
"36101","-0.16136260330677032","-0.16136260330677032","-0.16136260330677032"
"36103","-0.10516819357872009","-0.10516819357872009","-0.10516819357872009"
"36107","-0.10834115743637085","-0.10834115743637085","-0.10834115743637085"
"36111","-0.3982715606689453","-0.3982715606689453","-0.3982715606689453"
"36115","-0.33838775753974915","-0.33838775753974915","-0.33838775753974915"
"36119","-0.3009856939315796","-0.3009856939315796","-0.3009856939315796"
"36121","-0.029379138723015785","-0.029379138723015785","-0.029379138723015785"
"36123","-0.3676823675632477","-0.3676823675632477","-0.3676823675632477"
"36127","-0.11437273025512695","-0.11437273025512695","-0.11437273025512695"
"36131","-0.23853600025177002","-0.23853600025177002","-0.23853600025177002"
"36133","-0.18502038717269897","-0.18502038717269897","-0.18502038717269897"
"36139","-0.1169063001871109","-0.1169063001871109","-0.1169063001871109"
"36141","-0.4257965683937073","-0.4257965683937073","-0.4257965683937073"
"36153","-0.6218993663787842","-0.6218993663787842","-0.6218993663787842"
"36155","-0.35032498836517334","-0.35032498836517334","-0.35032498836517334"
"36157","-0.6064192652702332","-0.6064192652702332","-0.6064192652702332"
"36161","-0.23899435997009277","-0.23899435997009277","-0.23899435997009277"
"36163","-0.2580510377883911","-0.2580510377883911","-0.2580510377883911"
"36167","-0.17628397047519684","-0.17628397047519684","-0.17628397047519684"
"36171","-0.9125241637229919","-0.9125241637229919","-0.9125241637229919"
"36173","-0.45219361782073975","-0.45219361782073975","-0.45219361782073975"
"36175","-0.07300394028425217","-0.07300394028425217","-0.07300394028425217"
"36177","-0.07062478363513947","-0.07062478363513947","-0.07062478363513947"
"36179","-0.185397207736969","-0.185397207736969","-0.185397207736969"
"36181","-0.26238948106765747","-0.26238948106765747","-0.26238948106765747"
"36183","0","0","0"
"36185","-0.014898008666932583","-0.014898008666932583","-0.014898008666932583"
"36195","-0.057720329612493515","-0.057720329612493515","-0.057720329612493515"
"36201","-0.05196259915828705","-0.05196259915828705","-0.05196259915828705"
"36205","0","0","0"
"36207","-0.0008758701151236892","-0.0008758701151236892","-0.0008758701151236892"
"36211","-0.01552291214466095","-0.01552291214466095","-0.01552291214466095"
"36213","0","0","0"
"36217","-0.6483672261238098","-0.6483672261238098","-0.6483672261238098"
"36219","-0.7580807209014893","-0.7580807209014893","-0.7580807209014893"
"36221","-0.5667085647583008","-0.5667085647583008","-0.5667085647583008"
"36223","-0.3873366117477417","-0.3873366117477417","-0.3873366117477417"
"36227","-0.04742610454559326","-0.04742610454559326","-0.04742610454559326"
"36229","-0.26036548614501953","-0.26036548614501953","-0.26036548614501953"
"36231","-0.008381456136703491","-0.008381456136703491","-0.008381456136703491"
"36233","-0.2389906942844391","-0.2389906942844391","-0.2389906942844391"
"36235","-0.08981408178806305","-0.08981408178806305","-0.08981408178806305"
"36241","-0.09917747974395752","-0.09917747974395752","-0.09917747974395752"
"36245","0","0","0"
"36247","-0.24241410195827484","-0.24241410195827484","-0.24241410195827484"
"36249","0","0","0"
"36257","-0.20369356870651245","-0.20369356870651245","-0.20369356870651245"
"36261","0","0","0"
"36267","-0.232736274600029","-0.232736274600029","-0.232736274600029"
"36269","-0.2954375147819519","-0.2954375147819519","-0.2954375147819519"
"36275","-0.3911256790161133","-0.3911256790161133","-0.3911256790161133"
"36283","-0.10974061489105225","-0.10974061489105225","-0.10974061489105225"
"36285","-0.6408073902130127","-0.6408073902130127","-0.6408073902130127"
"36289","0","0","0"
"36299","-0.1897180676460266","-0.1897180676460266","-0.1897180676460266"
"36301","-0.9104048013687134","-0.9104048013687134","-0.9104048013687134"
"36303","-0.13260787725448608","-0.13260787725448608","-0.13260787725448608"
"36305","-0.2856346666812897","-0.2856346666812897","-0.2856346666812897"
"36319","-0.12810082733631134","-0.12810082733631134","-0.12810082733631134"
"36321","-0.08416891098022461","-0.08416891098022461","-0.08416891098022461"
"36323","-0.5685446262359619","-0.5685446262359619","-0.5685446262359619"
"36325","-0.4127090573310852","-0.4127090573310852","-0.4127090573310852"
"36331","-0.11161903291940689","-0.11161903291940689","-0.11161903291940689"
"36333","-0.07140564918518066","-0.07140564918518066","-0.07140564918518066"
"36335","-0.05696173384785652","-0.05696173384785652","-0.05696173384785652"
"36339","-0.7653977870941162","-0.7653977870941162","-0.7653977870941162"
"36351","-0.15200141072273254","-0.15200141072273254","-0.15200141072273254"
"36357","-0.13574956357479095","-0.13574956357479095","-0.13574956357479095"
"36363","-0.0741850882768631","-0.0741850882768631","-0.0741850882768631"
"36365","-0.023910608142614365","-0.023910608142614365","-0.023910608142614365"
"36367","-0.07641886174678802","-0.07641886174678802","-0.07641886174678802"
"36369","-0.07319462299346924","-0.07319462299346924","-0.07319462299346924"
"36371","-0.14731243252754211","-0.14731243252754211","-0.14731243252754211"
"36373","-0.23908111453056335","-0.23908111453056335","-0.23908111453056335"
"36375","-0.023212917149066925","-0.023212917149066925","-0.023212917149066925"
"36383","-0.2610141634941101","-0.2610141634941101","-0.2610141634941101"
"36389","-0.15647798776626587","-0.15647798776626587","-0.15647798776626587"
"36391","0","0","0"
"36393","-0.1467193067073822","-0.1467193067073822","-0.1467193067073822"
"36395","-0.15995800495147705","-0.15995800495147705","-0.15995800495147705"
"36399","-0.12462162971496582","-0.12462162971496582","-0.12462162971496582"
"36413","0","0","0"
"36419","0","0","0"
"36421","-0.17022804915905","-0.17022804915905","-0.17022804915905"
"36423","-0.18287405371665955","-0.18287405371665955","-0.18287405371665955"
"36427","-0.1402544528245926","-0.1402544528245926","-0.1402544528245926"
"36431","-0.1559753268957138","-0.1559753268957138","-0.1559753268957138"
"36433","-0.5225017070770264","-0.5225017070770264","-0.5225017070770264"
"36439","-0.15890970826148987","-0.15890970826148987","-0.15890970826148987"
"36443","-0.046663492918014526","-0.046663492918014526","-0.046663492918014526"
"36445","-0.021121323108673096","-0.021121323108673096","-0.021121323108673096"
"36449","-0.03921607509255409","-0.03921607509255409","-0.03921607509255409"
"36451","-0.21982452273368835","-0.21982452273368835","-0.21982452273368835"
"36455","-0.18686994910240173","-0.18686994910240173","-0.18686994910240173"
"36457","-0.09284564852714539","-0.09284564852714539","-0.09284564852714539"
"36459","-1.029780387878418","-1.029780387878418","-1.029780387878418"
"36461","-0.22092172503471375","-0.22092172503471375","-0.22092172503471375"
"36463","-0.30574947595596313","-0.30574947595596313","-0.30574947595596313"
"36473","-0.07523463666439056","-0.07523463666439056","-0.07523463666439056"
"36475","-0.6110820770263672","-0.6110820770263672","-0.6110820770263672"
"36477","-0.2808080017566681","-0.2808080017566681","-0.2808080017566681"
"36481","-0.12482845783233643","-0.12482845783233643","-0.12482845783233643"
"36487","-0.5259429216384888","-0.5259429216384888","-0.5259429216384888"
"36489","-0.03049825131893158","-0.03049825131893158","-0.03049825131893158"
"36497","-0.19459009170532227","-0.19459009170532227","-0.19459009170532227"
"36505","0","0","0"
"36509","-0.09627468883991241","-0.09627468883991241","-0.09627468883991241"
"36511","-0.3024412989616394","-0.3024412989616394","-0.3024412989616394"
"36513","-0.2579684853553772","-0.2579684853553772","-0.2579684853553772"
"36521","-0.44884249567985535","-0.44884249567985535","-0.44884249567985535"
"36531","-0.12699797749519348","-0.12699797749519348","-0.12699797749519348"
"36533","-0.16049005091190338","-0.16049005091190338","-0.16049005091190338"
"36543","-0.1892004758119583","-0.1892004758119583","-0.1892004758119583"
"36547","-0.19384612143039703","-0.19384612143039703","-0.19384612143039703"
"36549","-0.16950593888759613","-0.16950593888759613","-0.16950593888759613"
"36551","-0.142335444688797","-0.142335444688797","-0.142335444688797"
"36553","-0.10268790274858475","-0.10268790274858475","-0.10268790274858475"
"36557","-0.08128473162651062","-0.08128473162651062","-0.08128473162651062"
"36559","0","0","0"
"36561","0","0","0"
"36567","-0.5156083106994629","-0.5156083106994629","-0.5156083106994629"
"36571","-0.16565686464309692","-0.16565686464309692","-0.16565686464309692"
"36575","-0.11840140074491501","-0.11840140074491501","-0.11840140074491501"
"36579","-0.14166542887687683","-0.14166542887687683","-0.14166542887687683"
"36583","-0.12901216745376587","-0.12901216745376587","-0.12901216745376587"
"36587","0","0","0"
"36589","-0.9617267847061157","-0.9617267847061157","-0.9617267847061157"
"36593","-0.035262394696474075","-0.035262394696474075","-0.035262394696474075"
"36599","-0.014597117900848389","-0.014597117900848389","-0.014597117900848389"
"36603","-0.3158535361289978","-0.3158535361289978","-0.3158535361289978"
"36607","-0.7814676761627197","-0.7814676761627197","-0.7814676761627197"
"36609","-0.264132022857666","-0.264132022857666","-0.264132022857666"
"36613","-0.35962343215942383","-0.35962343215942383","-0.35962343215942383"
"36615","-0.26797378063201904","-0.26797378063201904","-0.26797378063201904"
"36619","-0.10471474379301071","-0.10471474379301071","-0.10471474379301071"
"36621","-0.1977686882019043","-0.1977686882019043","-0.1977686882019043"
"36625","-0.12412990629673004","-0.12412990629673004","-0.12412990629673004"
"36627","-0.6815056800842285","-0.6815056800842285","-0.6815056800842285"
"36629","-0.2754450738430023","-0.2754450738430023","-0.2754450738430023"
"36631","-0.2290860116481781","-0.2290860116481781","-0.2290860116481781"
"36643","-1.2533950805664062","-1.2533950805664062","-1.2533950805664062"
"36645","-0.12136576324701309","-0.12136576324701309","-0.12136576324701309"
"36655","-0.010983492247760296","-0.010983492247760296","-0.010983492247760296"
"36661","-0.3670782446861267","-0.3670782446861267","-0.3670782446861267"
"36665","-0.2731318473815918","-0.2731318473815918","-0.2731318473815918"
"36671","-0.6456634998321533","-0.6456634998321533","-0.6456634998321533"
"36675","-0.2992892563343048","-0.2992892563343048","-0.2992892563343048"
"36679","0","0","0"
"36681","0","0","0"
"36687","0","0","0"
"36689","-0.44724297523498535","-0.44724297523498535","-0.44724297523498535"
"36691","-0.8887284994125366","-0.8887284994125366","-0.8887284994125366"
"36697","-0.23410996794700623","-0.23410996794700623","-0.23410996794700623"
"36721","-0.1139746755361557","-0.1139746755361557","-0.1139746755361557"
"36723","-0.17845577001571655","-0.17845577001571655","-0.17845577001571655"
"36729","-0.0539042092859745","-0.0539042092859745","-0.0539042092859745"
"36731","-0.01963692344725132","-0.01963692344725132","-0.01963692344725132"
"36733","-0.011009173467755318","-0.011009173467755318","-0.011009173467755318"
"36739","0","0","0"
"36743","-0.22520983219146729","-0.22520983219146729","-0.22520983219146729"
"36755","-0.02073734998703003","-0.02073734998703003","-0.02073734998703003"
"36761","-0.6063429117202759","-0.6063429117202759","-0.6063429117202759"
"36767","-0.1285536289215088","-0.1285536289215088","-0.1285536289215088"
"36769","-0.06006713584065437","-0.06006713584065437","-0.06006713584065437"
"36773","-0.13623833656311035","-0.13623833656311035","-0.13623833656311035"
"36775","-0.12173276394605637","-0.12173276394605637","-0.12173276394605637"
"36777","-0.20501722395420074","-0.20501722395420074","-0.20501722395420074"
"36781","-0.37598711252212524","-0.37598711252212524","-0.37598711252212524"
"36787","-0.3512515425682068","-0.3512515425682068","-0.3512515425682068"
"36789","-0.11622270941734314","-0.11622270941734314","-0.11622270941734314"
"36791","-0.041111499071121216","-0.041111499071121216","-0.041111499071121216"
"36799","-0.25697511434555054","-0.25697511434555054","-0.25697511434555054"
"36801","-0.12170687317848206","-0.12170687317848206","-0.12170687317848206"
"36803","-0.43101370334625244","-0.43101370334625244","-0.43101370334625244"
"36807","0","0","0"
"36811","-0.044088274240493774","-0.044088274240493774","-0.044088274240493774"
"36815","-0.0952678769826889","-0.0952678769826889","-0.0952678769826889"
"36819","-0.4173576533794403","-0.4173576533794403","-0.4173576533794403"
"36821","0","0","0"
"36825","-0.06279405951499939","-0.06279405951499939","-0.06279405951499939"
"36827","-0.08610750734806061","-0.08610750734806061","-0.08610750734806061"
"36829","-0.39658477902412415","-0.39658477902412415","-0.39658477902412415"
"36831","-0.08400141447782516","-0.08400141447782516","-0.08400141447782516"
"36837","-0.34331265091896057","-0.34331265091896057","-0.34331265091896057"
"36841","-0.8358818292617798","-0.8358818292617798","-0.8358818292617798"
"36843","-0.2421419471502304","-0.2421419471502304","-0.2421419471502304"
"36847","-0.1736835390329361","-0.1736835390329361","-0.1736835390329361"
"36849","-0.3125319182872772","-0.3125319182872772","-0.3125319182872772"
"36853","-0.15661898255348206","-0.15661898255348206","-0.15661898255348206"
"36863","-0.41864895820617676","-0.41864895820617676","-0.41864895820617676"
"36865","-0.3517705500125885","-0.3517705500125885","-0.3517705500125885"
"36869","-0.12607209384441376","-0.12607209384441376","-0.12607209384441376"
"36877","-0.10763561725616455","-0.10763561725616455","-0.10763561725616455"
"36879","-0.14053714275360107","-0.14053714275360107","-0.14053714275360107"
"36881","-0.10362811386585236","-0.10362811386585236","-0.10362811386585236"
"36883","-0.17889133095741272","-0.17889133095741272","-0.17889133095741272"
"36885","-0.19896894693374634","-0.19896894693374634","-0.19896894693374634"
