"Step","still-disco-8 - step_crash","still-disco-8 - step_crash__MIN","still-disco-8 - step_crash__MAX"
"14220","0","0","0"
"14226","0","0","0"
"14228","0","0","0"
"14230","0","0","0"
"14232","0","0","0"
"14234","0","0","0"
"14236","0","0","0"
"14240","0","0","0"
"14242","0","0","0"
"14244","0","0","0"
"14248","0","0","0"
"14250","0","0","0"
"14262","0","0","0"
"14266","0","0","0"
"14272","0","0","0"
"14278","0","0","0"
"14280","0","0","0"
"14288","0","0","0"
"14292","0","0","0"
"14294","0","0","0"
"14298","0","0","0"
"14304","0","0","0"
"14306","0","0","0"
"14308","0","0","0"
"14310","0","0","0"
"14312","0","0","0"
"14316","0","0","0"
"14326","0","0","0"
"14328","0","0","0"
"14330","0","0","0"
"14332","0","0","0"
"14334","0","0","0"
"14336","0","0","0"
"14338","1","1","1"
"14342","0","0","0"
"14344","0","0","0"
"14348","0","0","0"
"14358","0","0","0"
"14360","0","0","0"
"14362","0","0","0"
"14366","0","0","0"
"14368","0","0","0"
"14374","0","0","0"
"14376","0","0","0"
"14380","0","0","0"
"14394","0","0","0"
"14396","0","0","0"
"14400","0","0","0"
"14402","0","0","0"
"14404","0","0","0"
"14406","0","0","0"
"14408","0","0","0"
"14410","0","0","0"
"14412","0","0","0"
"14416","0","0","0"
"14418","0","0","0"
"14420","0","0","0"
"14422","0","0","0"
"14426","0","0","0"
"14430","0","0","0"
"14436","0","0","0"
"14440","0","0","0"
"14442","0","0","0"
"14446","0","0","0"
"14448","0","0","0"
"14454","0","0","0"
"14460","0","0","0"
"14466","0","0","0"
"14470","0","0","0"
"14474","0","0","0"
"14484","0","0","0"
"14488","1","1","1"
"14492","0","0","0"
"14494","0","0","0"
"14496","0","0","0"
"14498","0","0","0"
"14500","0","0","0"
"14502","0","0","0"
"14508","1","1","1"
"14514","0","0","0"
"14516","0","0","0"
"14520","0","0","0"
"14522","1","1","1"
"14524","0","0","0"
"14526","0","0","0"
"14532","0","0","0"
"14534","0","0","0"
"14538","0","0","0"
"14540","0","0","0"
"14542","0","0","0"
"14546","0","0","0"
"14560","0","0","0"
"14562","0","0","0"
"14566","0","0","0"
"14568","0","0","0"
"14570","0","0","0"
"14574","0","0","0"
"14578","0","0","0"
"14580","0","0","0"
"14582","1","1","1"
"14590","0","0","0"
"14594","0","0","0"
"14596","0","0","0"
"14602","0","0","0"
"14606","0","0","0"
"14608","0","0","0"
"14610","0","0","0"
"14612","0","0","0"
"14614","0","0","0"
"14618","0","0","0"
"14622","0","0","0"
"14624","0","0","0"
"14626","0","0","0"
"14628","0","0","0"
"14634","0","0","0"
"14636","0","0","0"
"14644","0","0","0"
"14654","0","0","0"
"14656","0","0","0"
"14660","0","0","0"
"14662","0","0","0"
"14666","0","0","0"
"14676","1","1","1"
"14682","0","0","0"
"14686","0","0","0"
"14688","0","0","0"
"14692","0","0","0"
"14694","0","0","0"
"14696","0","0","0"
"14700","0","0","0"
"14702","0","0","0"
"14704","0","0","0"
"14706","0","0","0"
"14708","0","0","0"
"14712","0","0","0"
"14714","0","0","0"
"14716","1","1","1"
"14724","0","0","0"
"14726","0","0","0"
"14728","0","0","0"
"14730","0","0","0"
"14732","0","0","0"
"14736","0","0","0"
"14742","0","0","0"
"14744","0","0","0"
"14746","0","0","0"
"14752","0","0","0"
"14754","0","0","0"
"14762","0","0","0"
"14764","0","0","0"
"14770","0","0","0"
"14780","0","0","0"
"14782","0","0","0"
"14784","0","0","0"
"14788","0","0","0"
"14792","1","1","1"
"14798","0","0","0"
"14812","0","0","0"
"14814","0","0","0"
"14816","0","0","0"
"14818","0","0","0"
"14820","0","0","0"
"14826","0","0","0"
"14830","0","0","0"
"14834","0","0","0"
"14844","0","0","0"
"14852","0","0","0"
"14858","1","1","1"
"14862","0","0","0"
"14864","0","0","0"
"14868","0","0","0"
"14870","0","0","0"
"14876","0","0","0"
"14878","0","0","0"
"14880","0","0","0"
"14882","0","0","0"
"14884","0","0","0"
"14888","0","0","0"
"14890","0","0","0"
"14892","0","0","0"
"14896","0","0","0"
"14898","0","0","0"
"14900","0","0","0"
"14902","0","0","0"
"14904","0","0","0"
"14914","0","0","0"
"14920","0","0","0"
"14926","0","0","0"
"14938","0","0","0"
"14940","0","0","0"
"14942","0","0","0"
"14948","0","0","0"
"14950","1","1","1"
"14954","0","0","0"
"14958","0","0","0"
"14960","0","0","0"
"14974","0","0","0"
"14976","0","0","0"
"14986","0","0","0"
"14990","0","0","0"
"14992","0","0","0"
"14996","0","0","0"
"14998","0","0","0"
"15000","0","0","0"
"15002","0","0","0"
"15008","0","0","0"
"15012","0","0","0"
"15014","0","0","0"
"15022","1","1","1"
"15024","0","0","0"
"15026","0","0","0"
"15028","0","0","0"
"15030","0","0","0"
"15032","0","0","0"
"15036","0","0","0"
"15040","0","0","0"
"15046","0","0","0"
"15054","0","0","0"
"15056","0","0","0"
"15058","1","1","1"
"15062","0","0","0"
"15066","0","0","0"
"15068","0","0","0"
"15070","0","0","0"
"15074","0","0","0"
"15086","0","0","0"
"15088","0","0","0"
"15092","0","0","0"
"15096","0","0","0"
"15098","0","0","0"
"15112","0","0","0"
"15118","0","0","0"
"15122","0","0","0"
"15130","0","0","0"
"15134","0","0","0"
"15138","0","0","0"
"15142","1","1","1"
"15144","0","0","0"
"15148","0","0","0"
"15150","0","0","0"
"15152","0","0","0"
"15154","0","0","0"
"15156","0","0","0"
"15160","0","0","0"
"15162","0","0","0"
"15164","0","0","0"
"15166","0","0","0"
"15168","0","0","0"
"15170","0","0","0"
"15172","1","1","1"
"15174","0","0","0"
"15178","0","0","0"
"15184","0","0","0"
"15188","0","0","0"
"15192","0","0","0"
"15196","0","0","0"
"15208","0","0","0"
"15222","0","0","0"
"15224","0","0","0"
"15226","0","0","0"
"15230","0","0","0"
"15234","0","0","0"
"15242","0","0","0"
"15244","0","0","0"
"15248","0","0","0"
"15250","0","0","0"
"15252","0","0","0"
"15256","0","0","0"
"15258","0","0","0"
"15260","0","0","0"
"15262","0","0","0"
"15264","0","0","0"
"15268","0","0","0"
"15272","0","0","0"
"15274","0","0","0"
"15276","1","1","1"
"15278","0","0","0"
"15280","0","0","0"
"15282","0","0","0"
"15284","0","0","0"
"15286","1","1","1"
"15288","0","0","0"
"15292","0","0","0"
"15298","0","0","0"
"15306","0","0","0"
"15308","0","0","0"
"15312","0","0","0"
"15318","0","0","0"
"15322","0","0","0"
"15328","0","0","0"
"15330","0","0","0"
"15332","0","0","0"
"15334","0","0","0"
"15342","0","0","0"
"15344","0","0","0"
"15346","0","0","0"
"15350","0","0","0"
"15352","1","1","1"
"15354","0","0","0"
"15360","1","1","1"
"15362","0","0","0"
"15366","0","0","0"
"15374","0","0","0"
"15378","0","0","0"
"15382","0","0","0"
"15384","0","0","0"
"15386","0","0","0"
"15392","0","0","0"
"15398","0","0","0"
"15400","0","0","0"
"15402","0","0","0"
"15404","0","0","0"
"15406","0","0","0"
"15410","0","0","0"
"15414","0","0","0"
"15416","0","0","0"
"15418","0","0","0"
"15424","0","0","0"
"15432","1","1","1"
"15438","0","0","0"
"15440","0","0","0"
"15442","0","0","0"
"15444","0","0","0"
"15448","0","0","0"
"15454","0","0","0"
"15456","0","0","0"
"15466","0","0","0"
"15472","0","0","0"
"15474","0","0","0"
"15484","0","0","0"
"15488","0","0","0"
"15492","0","0","0"
"15496","0","0","0"
"15498","0","0","0"
"15500","0","0","0"
"15502","0","0","0"
"15504","0","0","0"
"15506","0","0","0"
"15510","0","0","0"
"15514","0","0","0"
"15516","0","0","0"
"15518","0","0","0"
"15522","0","0","0"
"15524","0","0","0"
"15532","0","0","0"
"15534","0","0","0"
"15536","1","1","1"
"15538","2","2","2"
"15546","0","0","0"
"15558","0","0","0"
"15562","0","0","0"
"15568","0","0","0"
"15570","0","0","0"
"15572","0","0","0"
"15574","0","0","0"
"15576","0","0","0"
"15578","1","1","1"
"15582","0","0","0"
"15590","0","0","0"
"15594","0","0","0"
"15608","0","0","0"
"15612","0","0","0"
"15614","0","0","0"
"15620","0","0","0"
"15628","0","0","0"
"15636","0","0","0"
"15638","0","0","0"
"15640","0","0","0"
"15642","0","0","0"
"15644","0","0","0"
"15646","0","0","0"
"15650","0","0","0"
"15652","0","0","0"
"15658","0","0","0"
"15660","1","1","1"
"15662","0","0","0"
"15674","1","1","1"
"15676","0","0","0"
"15678","0","0","0"
"15680","0","0","0"
"15684","0","0","0"
"15686","0","0","0"
"15692","0","0","0"
"15696","0","0","0"
"15698","0","0","0"
"15702","1","1","1"
"15710","0","0","0"
"15712","0","0","0"
"15716","0","0","0"
"15720","0","0","0"
"15722","0","0","0"
"15724","0","0","0"
"15726","0","0","0"
"15728","0","0","0"
"15732","0","0","0"
"15734","0","0","0"
"15740","0","0","0"
"15744","0","0","0"
"15746","0","0","0"
"15748","0","0","0"
"15750","0","0","0"
"15754","1","1","1"
"15758","0","0","0"
"15760","0","0","0"
"15762","0","0","0"
"15766","0","0","0"
"15770","0","0","0"
"15772","0","0","0"
"15774","1","1","1"
"15776","0","0","0"
"15780","0","0","0"
"15784","0","0","0"
"15786","0","0","0"
"15788","0","0","0"
"15792","0","0","0"
"15794","0","0","0"
"15800","0","0","0"
"15802","0","0","0"
"15808","0","0","0"
"15810","0","0","0"
"15812","0","0","0"
"15814","0","0","0"
"15822","0","0","0"
"15824","0","0","0"
"15828","0","0","0"
"15832","0","0","0"
"15836","0","0","0"
"15838","0","0","0"
"15842","0","0","0"
"15846","0","0","0"
"15852","0","0","0"
"15854","0","0","0"
"15856","0","0","0"
"15870","0","0","0"
"15886","1","1","1"
"15890","0","0","0"
"15894","0","0","0"
"15902","0","0","0"
"15906","0","0","0"
"15912","1","1","1"
"15914","0","0","0"
"15916","0","0","0"
"15918","0","0","0"
"15922","0","0","0"
"15924","0","0","0"
"15926","0","0","0"
"15928","0","0","0"
"15930","0","0","0"
"15934","0","0","0"
"15942","0","0","0"
"15948","0","0","0"
"15950","0","0","0"
"15952","0","0","0"
"15954","0","0","0"
"15956","0","0","0"
"15958","0","0","0"
"15960","0","0","0"
"15962","0","0","0"
"15964","0","0","0"
"15966","0","0","0"
"15968","0","0","0"
"15970","0","0","0"
"15976","0","0","0"
"15978","0","0","0"
"15980","0","0","0"
"15988","0","0","0"
"15990","0","0","0"
"15994","0","0","0"
"15996","0","0","0"
"16008","0","0","0"
"16010","0","0","0"
"16012","1","1","1"
"16014","0","0","0"
"16016","0","0","0"
"16020","0","0","0"
"16022","0","0","0"
"16024","0","0","0"
"16032","0","0","0"
"16038","0","0","0"
"16042","0","0","0"
"16050","0","0","0"
"16052","0","0","0"
"16054","0","0","0"
"16066","0","0","0"
"16068","0","0","0"
"16072","0","0","0"
"16076","0","0","0"
"16080","0","0","0"
"16084","0","0","0"
"16086","0","0","0"
"16090","0","0","0"
"16096","0","0","0"
"16100","0","0","0"
"16102","0","0","0"
"16106","0","0","0"
"16108","0","0","0"
"16110","0","0","0"
"16112","0","0","0"
"16114","0","0","0"
"16124","0","0","0"
"16126","1","1","1"
"16130","0","0","0"
"16132","0","0","0"
"16134","0","0","0"
"16138","0","0","0"
"16142","0","0","0"
"16146","0","0","0"
"16148","0","0","0"
"16150","0","0","0"
"16154","0","0","0"
"16164","0","0","0"
"16166","0","0","0"
"16172","0","0","0"
"16178","0","0","0"
"16180","0","0","0"
"16182","0","0","0"
"16188","0","0","0"
"16190","0","0","0"
"16196","0","0","0"
"16200","0","0","0"
"16202","0","0","0"
"16212","0","0","0"
"16216","0","0","0"
"16218","0","0","0"
"16220","0","0","0"
"16222","0","0","0"
"16224","0","0","0"
"16226","0","0","0"
"16228","1","1","1"
"16232","0","0","0"
"16234","0","0","0"
"16236","0","0","0"
"16242","0","0","0"
"16244","0","0","0"
"16248","0","0","0"
"16250","0","0","0"
"16258","0","0","0"
"16260","1","1","1"
"16262","0","0","0"
"16266","0","0","0"
"16270","0","0","0"
"16274","0","0","0"
"16294","1","1","1"
"16304","0","0","0"
"16306","0","0","0"
"16308","0","0","0"
"16310","0","0","0"
"16314","0","0","0"
"16316","0","0","0"
"16318","0","0","0"
"16320","0","0","0"
"16328","0","0","0"
"16330","0","0","0"
"16332","0","0","0"
"16334","0","0","0"
"16340","0","0","0"
"16342","0","0","0"
"16346","0","0","0"
"16350","0","0","0"
"16360","0","0","0"
"16362","0","0","0"
"16368","0","0","0"
"16372","0","0","0"
"16374","0","0","0"
"16376","1","1","1"
"16384","0","0","0"
"16386","0","0","0"
"16392","0","0","0"
"16396","0","0","0"
"16400","0","0","0"
"16402","1","1","1"
"16410","0","0","0"
"16412","0","0","0"
"16414","0","0","0"
"16422","0","0","0"
"16424","0","0","0"
"16428","0","0","0"
"16436","0","0","0"
"16442","0","0","0"
"16444","0","0","0"
"16446","0","0","0"
"16450","0","0","0"
"16452","0","0","0"
"16454","0","0","0"
"16456","0","0","0"
"16458","0","0","0"
"16460","0","0","0"
"16462","0","0","0"
"16466","0","0","0"
"16468","0","0","0"
"16472","0","0","0"
"16478","0","0","0"
"16480","0","0","0"
"16482","0","0","0"
"16484","0","0","0"
"16486","0","0","0"
"16490","1","1","1"
"16492","0","0","0"
"16494","0","0","0"
"16500","0","0","0"
"16502","0","0","0"
"16504","0","0","0"
"16512","0","0","0"
"16514","0","0","0"
"16522","0","0","0"
"16536","1","1","1"
"16540","0","0","0"
"16542","0","0","0"
"16552","0","0","0"
"16554","0","0","0"
"16556","0","0","0"
"16558","0","0","0"
"16564","0","0","0"
"16566","0","0","0"
"16568","0","0","0"
"16570","0","0","0"
"16572","0","0","0"
"16574","0","0","0"
"16576","0","0","0"
"16578","0","0","0"
"16584","0","0","0"
"16586","0","0","0"
"16588","0","0","0"
"16592","0","0","0"
"16598","0","0","0"
"16600","0","0","0"
"16608","0","0","0"
"16610","0","0","0"
"16616","0","0","0"
"16618","0","0","0"
"16624","0","0","0"
"16628","0","0","0"
"16632","0","0","0"
"16634","0","0","0"
"16646","0","0","0"
"16648","0","0","0"
"16650","0","0","0"
"16654","0","0","0"
"16656","0","0","0"
"16658","1","1","1"
"16660","0","0","0"
"16666","0","0","0"
"16668","0","0","0"
"16670","0","0","0"
"16678","0","0","0"
"16680","0","0","0"
"16682","0","0","0"
"16686","0","0","0"
"16690","0","0","0"
"16692","0","0","0"
"16696","0","0","0"
"16698","0","0","0"
"16702","0","0","0"
"16706","0","0","0"
"16708","1","1","1"
"16710","0","0","0"
"16714","0","0","0"
"16716","0","0","0"
"16718","0","0","0"
"16720","0","0","0"
"16722","0","0","0"
"16726","0","0","0"
"16740","0","0","0"
"16742","0","0","0"
"16746","0","0","0"
"16748","0","0","0"
"16750","0","0","0"
"16752","0","0","0"
"16754","0","0","0"
"16756","0","0","0"
"16758","0","0","0"
"16760","0","0","0"
"16762","0","0","0"
"16764","1","1","1"
"16766","0","0","0"
"16772","0","0","0"
"16774","0","0","0"
"16776","0","0","0"
"16778","0","0","0"
"16782","0","0","0"
"16784","0","0","0"
"16786","0","0","0"
"16788","0","0","0"
"16792","0","0","0"
"16796","0","0","0"
"16798","0","0","0"
"16800","1","1","1"
"16810","0","0","0"
"16814","0","0","0"
"16820","0","0","0"
"16822","0","0","0"
"16826","1","1","1"
"16834","0","0","0"
"16836","0","0","0"
"16838","0","0","0"
"16840","0","0","0"
"16844","0","0","0"
"16846","0","0","0"
"16848","0","0","0"
"16852","0","0","0"
"16854","0","0","0"
"16856","0","0","0"
"16864","1","1","1"
"16868","0","0","0"
"16870","0","0","0"
"16872","0","0","0"
"16878","0","0","0"
"16880","0","0","0"
"16884","0","0","0"
"16890","0","0","0"
"16892","0","0","0"
"16894","0","0","0"
"16896","0","0","0"
"16900","0","0","0"
"16902","0","0","0"
"16908","0","0","0"
"16912","0","0","0"
"16916","0","0","0"
"16920","0","0","0"
"16924","0","0","0"
"16932","0","0","0"
"16934","0","0","0"
"16936","0","0","0"
"16940","0","0","0"
"16942","1","1","1"
"16944","0","0","0"
"16946","0","0","0"
"16948","0","0","0"
"16950","0","0","0"
"16952","0","0","0"
"16956","0","0","0"
"16958","0","0","0"
"16962","0","0","0"
"16966","0","0","0"
"16970","0","0","0"
"16976","0","0","0"
"16980","0","0","0"
"16986","0","0","0"
"16988","0","0","0"
"16994","0","0","0"
"16996","0","0","0"
"17000","0","0","0"
"17002","0","0","0"
"17004","0","0","0"
"17008","0","0","0"
"17010","0","0","0"
"17012","0","0","0"
"17016","0","0","0"
"17020","0","0","0"
"17022","1","1","1"
"17030","0","0","0"
"17034","0","0","0"
"17036","0","0","0"
"17038","0","0","0"
"17046","0","0","0"
"17048","0","0","0"
"17050","0","0","0"
"17052","0","0","0"
"17054","1","1","1"
"17056","0","0","0"
"17058","0","0","0"
"17064","0","0","0"
"17076","0","0","0"
"17080","1","1","1"
"17082","0","0","0"
"17084","0","0","0"
"17088","0","0","0"
"17090","0","0","0"
"17094","0","0","0"
"17098","0","0","0"
"17102","0","0","0"
"17104","0","0","0"
"17112","0","0","0"
"17114","0","0","0"
"17126","0","0","0"
"17130","0","0","0"
"17132","0","0","0"
"17138","0","0","0"
"17142","0","0","0"
"17148","0","0","0"
"17152","0","0","0"
"17154","0","0","0"
"17156","0","0","0"
"17162","1","1","1"
"17170","1","1","1"
"17174","0","0","0"
"17176","0","0","0"
"17178","1","1","1"
"17188","0","0","0"
"17192","0","0","0"
"17196","0","0","0"
"17200","0","0","0"
"17204","0","0","0"
"17208","0","0","0"
"17210","0","0","0"
"17212","0","0","0"
"17214","0","0","0"
"17216","0","0","0"
"17218","0","0","0"
"17220","1","1","1"
"17224","0","0","0"
"17226","0","0","0"
"17230","0","0","0"
"17236","0","0","0"
"17240","0","0","0"
"17242","0","0","0"
"17246","0","0","0"
"17248","0","0","0"
"17254","0","0","0"
"17256","0","0","0"
"17262","0","0","0"
"17264","0","0","0"
"17268","0","0","0"
"17270","1","1","1"
"17276","0","0","0"
"17278","0","0","0"
"17280","0","0","0"
"17282","0","0","0"
"17288","0","0","0"
"17290","0","0","0"
"17292","0","0","0"
"17294","0","0","0"
"17296","0","0","0"
"17300","1","1","1"
"17304","1","1","1"
"17310","0","0","0"
"17312","0","0","0"
"17314","0","0","0"
"17318","0","0","0"
"17324","0","0","0"
"17328","0","0","0"
"17332","0","0","0"
"17338","0","0","0"
"17342","0","0","0"
"17344","0","0","0"
"17346","0","0","0"
"17348","0","0","0"
"17350","0","0","0"
"17352","0","0","0"
"17358","0","0","0"
"17360","0","0","0"
"17362","1","1","1"
"17364","0","0","0"
"17368","0","0","0"
"17370","0","0","0"
"17372","0","0","0"
"17376","0","0","0"
"17380","0","0","0"
"17382","1","1","1"
"17384","0","0","0"
"17388","1","1","1"
"17394","0","0","0"
"17396","0","0","0"
"17404","0","0","0"
"17410","0","0","0"
"17416","0","0","0"
"17418","0","0","0"
"17420","0","0","0"
"17422","0","0","0"
"17424","0","0","0"
"17430","0","0","0"
"17436","0","0","0"
"17442","0","0","0"
"17446","1","1","1"
"17454","0","0","0"
"17456","0","0","0"
"17458","0","0","0"
"17470","0","0","0"
"17476","0","0","0"
"17480","0","0","0"
"17482","0","0","0"
"17490","1","1","1"
"17496","0","0","0"
"17502","0","0","0"
"17506","0","0","0"
"17514","0","0","0"
"17516","0","0","0"
"17522","0","0","0"
"17532","0","0","0"
"17536","0","0","0"
"17538","0","0","0"
"17540","0","0","0"
"17544","0","0","0"
"17546","0","0","0"
"17548","0","0","0"
"17550","0","0","0"
"17554","0","0","0"
"17556","0","0","0"
"17558","0","0","0"
"17560","0","0","0"
"17568","0","0","0"
"17570","0","0","0"
"17574","0","0","0"
"17576","0","0","0"
"17582","0","0","0"
"17586","0","0","0"
"17588","0","0","0"
"17594","0","0","0"
"17598","0","0","0"
"17602","1","1","1"
"17608","0","0","0"
"17610","0","0","0"
"17612","0","0","0"
"17616","0","0","0"
"17618","0","0","0"
"17620","0","0","0"
"17624","1","1","1"
"17626","0","0","0"
"17628","0","0","0"
"17632","0","0","0"
"17634","1","1","1"
"17642","0","0","0"
"17646","0","0","0"
"17648","0","0","0"
"17650","0","0","0"
"17652","0","0","0"
"17656","0","0","0"
"17664","0","0","0"
"17666","0","0","0"
"17668","0","0","0"
"17670","0","0","0"
"17678","0","0","0"
"17682","0","0","0"
"17686","0","0","0"
"17690","0","0","0"
"17694","0","0","0"
"17696","0","0","0"
"17700","0","0","0"
"17702","0","0","0"
"17704","0","0","0"
"17706","0","0","0"
"17708","0","0","0"
"17710","0","0","0"
"17714","1","1","1"
"17716","0","0","0"
"17718","0","0","0"
"17722","0","0","0"
"17732","0","0","0"
"17736","0","0","0"
"17738","0","0","0"
"17740","0","0","0"
"17746","0","0","0"
"17748","0","0","0"
"17750","0","0","0"
"17752","0","0","0"
"17756","0","0","0"
"17760","0","0","0"
"17762","0","0","0"
"17766","0","0","0"
"17772","0","0","0"
"17776","0","0","0"
"17780","0","0","0"
"17786","0","0","0"
"17790","2","2","2"
"17794","0","0","0"
"17802","0","0","0"
"17804","0","0","0"
"17806","0","0","0"
"17808","0","0","0"
"17810","0","0","0"
"17812","0","0","0"
"17816","0","0","0"
"17818","0","0","0"
"17820","0","0","0"
"17822","0","0","0"
"17838","0","0","0"
"17842","0","0","0"
"17846","0","0","0"
"17850","0","0","0"
"17862","0","0","0"
"17870","0","0","0"
"17872","0","0","0"
"17874","0","0","0"
"17878","0","0","0"
"17880","0","0","0"
"17884","0","0","0"
"17886","0","0","0"
"17888","0","0","0"
"17892","0","0","0"
"17894","1","1","1"
"17904","0","0","0"
"17908","0","0","0"
"17912","0","0","0"
"17914","0","0","0"
"17916","0","0","0"
"17920","0","0","0"
"17924","1","1","1"
"17926","0","0","0"
"17928","0","0","0"
